{'name': 'АльфредАлексей3', 'sex': 'female', 'class_study': 11, 'point_study': 8}
{'name': 'АрсенийАркадий13', 'sex': 'female', 'class_study': 11, 'point_study': 9}
{'name': 'АрсенАнастасий5', 'sex': 'female', 'class_study': 10, 'point_study': 5}
{'name': 'АлинаАгнесса10', 'sex': 'male', 'class_study': 10, 'point_study': 7}
{'name': 'АнжелаАриадна13', 'sex': 'female', 'class_study': 10, 'point_study': 5}
{'name': 'АленаАрсен8', 'sex': 'male', 'class_study': 10, 'point_study': 4}
{'name': 'АлександрАлан11', 'sex': 'male', 'class_study': 11, 'point_study': 8}
{'name': 'АнтонАнатолий6', 'sex': 'female', 'class_study': 10, 'point_study': 8}
{'name': 'АлексейАлександр9', 'sex': 'male', 'class_study': 11, 'point_study': 7}
{'name': 'АкайоАлена9', 'sex': 'male', 'class_study': 11, 'point_study': 6}
{'name': 'АлевтинаАлиса11', 'sex': 'male', 'class_study': 11, 'point_study': 9}
{'name': 'АнастасияАнжела1', 'sex': 'female', 'class_study': 11, 'point_study': 9}
{'name': 'АнгелинаАлан8', 'sex': 'female', 'class_study': 11, 'point_study': 9}
{'name': 'АрсенАвгуст2', 'sex': 'male', 'class_study': 10, 'point_study': 9}
{'name': 'АкулинаАделина12', 'sex': 'male', 'class_study': 10, 'point_study': 6}
{'name': 'АвгустАлан12', 'sex': 'male', 'class_study': 11, 'point_study': 4}
{'name': 'АнтонАнтонина6', 'sex': 'male', 'class_study': 10, 'point_study': 7}
{'name': 'АнтонинаАнтон4', 'sex': 'female', 'class_study': 11, 'point_study': 6}
{'name': 'АдаАриадна2', 'sex': 'male', 'class_study': 10, 'point_study': 9}
{'name': 'АлександраАмалия10', 'sex': 'female', 'class_study': 10, 'point_study': 9}
{'name': 'АркадийАвгустин10', 'sex': 'male', 'class_study': 11, 'point_study': 7}
{'name': 'АльфияАдонис9', 'sex': 'male', 'class_study': 11, 'point_study': 10}
{'name': 'АндрейАльбина4', 'sex': 'female', 'class_study': 11, 'point_study': 8}
{'name': 'АврораАнна1', 'sex': 'female', 'class_study': 10, 'point_study': 3}
{'name': 'АрсенийАнжела5', 'sex': 'female', 'class_study': 10, 'point_study': 8}
{'name': 'АнастасияАнжела6', 'sex': 'female', 'class_study': 10, 'point_study': 9}
{'name': 'АристархАлина2', 'sex': 'male', 'class_study': 11, 'point_study': 7}
{'name': 'АленаАнжела2', 'sex': 'male', 'class_study': 10, 'point_study': 10}
{'name': 'АнжелаАльберт5', 'sex': 'male', 'class_study': 11, 'point_study': 10}
{'name': 'АвгустАнна4', 'sex': 'male', 'class_study': 10, 'point_study': 9}
{'name': 'АлевтинаАндрей3', 'sex': 'male', 'class_study': 10, 'point_study': 10}
{'name': 'АндрейАгафон10', 'sex': 'female', 'class_study': 11, 'point_study': 7}
{'name': 'АнжелаАристарх1', 'sex': 'female', 'class_study': 11, 'point_study': 6}
{'name': 'АделаидаАся3', 'sex': 'male', 'class_study': 11, 'point_study': 7}
{'name': 'АмелияАрхип13', 'sex': 'female', 'class_study': 11, 'point_study': 8}
{'name': 'АндрейАделаида8', 'sex': 'female', 'class_study': 11, 'point_study': 9}
{'name': 'АнастасийАдонис10', 'sex': 'male', 'class_study': 10, 'point_study': 8}
{'name': 'АнастасияАнисий1', 'sex': 'female', 'class_study': 11, 'point_study': 7}
{'name': 'АнгелинаАнжела3', 'sex': 'male', 'class_study': 10, 'point_study': 9}
{'name': 'АртемийАгафон1', 'sex': 'female', 'class_study': 10, 'point_study': 5}
{'name': 'АвгустАльбина10', 'sex': 'male', 'class_study': 10, 'point_study': 7}
{'name': 'АнтонинаАлександр9', 'sex': 'female', 'class_study': 11, 'point_study': 3}
{'name': 'АнтонинаАлла3', 'sex': 'male', 'class_study': 11, 'point_study': 6}
{'name': 'АвгустинАртур1', 'sex': 'male', 'class_study': 11, 'point_study': 6}
{'name': 'АнжеликаАлена8', 'sex': 'female', 'class_study': 11, 'point_study': 6}
{'name': 'АгафонАполлон1', 'sex': 'male', 'class_study': 11, 'point_study': 4}
{'name': 'АлександрАкайо10', 'sex': 'male', 'class_study': 10, 'point_study': 7}
{'name': 'АрхипАрхип3', 'sex': 'female', 'class_study': 10, 'point_study': 8}
{'name': 'АнтонАнтонина3', 'sex': 'female', 'class_study': 11, 'point_study': 9}
{'name': 'АлевтинаАнна9', 'sex': 'female', 'class_study': 11, 'point_study': 7}
{'name': 'АнтонинаАгния2', 'sex': 'male', 'class_study': 10, 'point_study': 10}
{'name': 'АмелияАгафон8', 'sex': 'male', 'class_study': 11, 'point_study': 6}
{'name': 'АнтонинаАнфиса1', 'sex': 'female', 'class_study': 11, 'point_study': 7}
{'name': 'АгнессаАкулина4', 'sex': 'female', 'class_study': 10, 'point_study': 8}
{'name': 'АмалияАлина5', 'sex': 'female', 'class_study': 10, 'point_study': 6}
{'name': 'АдаАнфиса13', 'sex': 'male', 'class_study': 11, 'point_study': 7}
{'name': 'АдонисАнна3', 'sex': 'female', 'class_study': 11, 'point_study': 6}
{'name': 'АнастасийАделина10', 'sex': 'male', 'class_study': 10, 'point_study': 7}
{'name': 'АгафонАполлинарий5', 'sex': 'female', 'class_study': 11, 'point_study': 9}
{'name': 'АлександрАмелия2', 'sex': 'female', 'class_study': 10, 'point_study': 8}
{'name': 'АмалияАлла7', 'sex': 'male', 'class_study': 11, 'point_study': 7}
{'name': 'АльфияАлевтина4', 'sex': 'male', 'class_study': 10, 'point_study': 3}
{'name': 'АделинаАльбина6', 'sex': 'male', 'class_study': 11, 'point_study': 8}
{'name': 'АполлонАмелия5', 'sex': 'female', 'class_study': 11, 'point_study': 9}
{'name': 'АланАристарх9', 'sex': 'male', 'class_study': 10, 'point_study': 7}
{'name': 'АрхипАндрей11', 'sex': 'female', 'class_study': 10, 'point_study': 6}
{'name': 'АртемАнатолий3', 'sex': 'female', 'class_study': 11, 'point_study': 9}
{'name': 'АртемийАртем3', 'sex': 'female', 'class_study': 11, 'point_study': 6}
{'name': 'АртемАделаида9', 'sex': 'male', 'class_study': 11, 'point_study': 7}
{'name': 'АвгустАгнесса9', 'sex': 'male', 'class_study': 10, 'point_study': 5}
{'name': 'АлексейАрсен8', 'sex': 'female', 'class_study': 10, 'point_study': 6}
{'name': 'АртурАнфиса12', 'sex': 'male', 'class_study': 11, 'point_study': 8}
{'name': 'АриаднаАмалия7', 'sex': 'female', 'class_study': 10, 'point_study': 8}
{'name': 'АдонисАрсений3', 'sex': 'male', 'class_study': 11, 'point_study': 6}
{'name': 'АполлинарийАриадна10', 'sex': 'female', 'class_study': 11, 'point_study': 9}
{'name': 'АполлонАльфред7', 'sex': 'female', 'class_study': 11, 'point_study': 9}
{'name': 'АкулинаАркадий11', 'sex': 'male', 'class_study': 10, 'point_study': 6}
{'name': 'АльфияАнастасий1', 'sex': 'female', 'class_study': 10, 'point_study': 5}
{'name': 'АристархАртем13', 'sex': 'female', 'class_study': 11, 'point_study': 8}
{'name': 'АристархАркадий4', 'sex': 'female', 'class_study': 11, 'point_study': 9}
{'name': 'АкулинаАгафон7', 'sex': 'male', 'class_study': 10, 'point_study': 9}
{'name': 'АльфияАлла7', 'sex': 'male', 'class_study': 11, 'point_study': 6}
{'name': 'АнжеликаАлена5', 'sex': 'female', 'class_study': 11, 'point_study': 8}
{'name': 'АмелияАдонис8', 'sex': 'female', 'class_study': 10, 'point_study': 7}
{'name': 'АделинаАвраам12', 'sex': 'male', 'class_study': 11, 'point_study': 8}
{'name': 'АнастасияАвгустин4', 'sex': 'female', 'class_study': 10, 'point_study': 8}
{'name': 'АврораАнастасий4', 'sex': 'female', 'class_study': 11, 'point_study': 8}
{'name': 'АнтонАлан10', 'sex': 'male', 'class_study': 10, 'point_study': 8}
{'name': 'АполлинарийАлександра5', 'sex': 'male', 'class_study': 10, 'point_study': 5}
{'name': 'АполлинарийАлександр4', 'sex': 'male', 'class_study': 11, 'point_study': 9}
{'name': 'АполлонАнастасия3', 'sex': 'male', 'class_study': 10, 'point_study': 6}
{'name': 'АгатаАвгустин8', 'sex': 'female', 'class_study': 10, 'point_study': 10}
{'name': 'АмелияАнжелика2', 'sex': 'female', 'class_study': 10, 'point_study': 7}
{'name': 'АдаАрина13', 'sex': 'male', 'class_study': 10, 'point_study': 10}
{'name': 'АгафонАристарх12', 'sex': 'female', 'class_study': 11, 'point_study': 8}
{'name': 'АллаАкулина2', 'sex': 'male', 'class_study': 10, 'point_study': 8}
{'name': 'АгнияАлина6', 'sex': 'female', 'class_study': 10, 'point_study': 7}
{'name': 'АланАлександра3', 'sex': 'male', 'class_study': 11, 'point_study': 9}
{'name': 'АнисийАвгустин3', 'sex': 'male', 'class_study': 10, 'point_study': 9}
{'name': 'АрсенАльберт4', 'sex': 'female', 'class_study': 10, 'point_study': 7}
{'name': 'АдонисАгнесса1', 'sex': 'female', 'class_study': 11, 'point_study': 3}
{'name': 'АкайоАлександр2', 'sex': 'female', 'class_study': 10, 'point_study': 10}
{'name': 'АкайоАлиса3', 'sex': 'male', 'class_study': 10, 'point_study': 6}
{'name': 'АристархАвгуст4', 'sex': 'female', 'class_study': 11, 'point_study': 8}
{'name': 'АполлонАлександр4', 'sex': 'female', 'class_study': 11, 'point_study': 6}
{'name': 'АлсуАлиса8', 'sex': 'male', 'class_study': 11, 'point_study': 8}
{'name': 'АнгелинаАделина2', 'sex': 'male', 'class_study': 11, 'point_study': 8}
{'name': 'АгнияАнтонина12', 'sex': 'female', 'class_study': 10, 'point_study': 9}
{'name': 'АнтонАврора12', 'sex': 'female', 'class_study': 10, 'point_study': 7}
{'name': 'АнжеликаАгнесса12', 'sex': 'male', 'class_study': 11, 'point_study': 8}
{'name': 'АлевтинаАнфиса6', 'sex': 'female', 'class_study': 11, 'point_study': 9}
{'name': 'АнжелаАлина5', 'sex': 'female', 'class_study': 10, 'point_study': 6}
{'name': 'АврораАвгуст13', 'sex': 'female', 'class_study': 11, 'point_study': 9}
{'name': 'АртемАвгуст10', 'sex': 'male', 'class_study': 11, 'point_study': 9}
{'name': 'АльбинаАлиса4', 'sex': 'female', 'class_study': 10, 'point_study': 10}
{'name': 'АгафонАгнесса6', 'sex': 'female', 'class_study': 11, 'point_study': 8}
{'name': 'АленаАгата4', 'sex': 'male', 'class_study': 10, 'point_study': 7}
{'name': 'АполлинарийАмалия4', 'sex': 'female', 'class_study': 10, 'point_study': 5}
{'name': 'АмалияАкайо5', 'sex': 'female', 'class_study': 10, 'point_study': 8}
{'name': 'АлександраАнастасия13', 'sex': 'female', 'class_study': 10, 'point_study': 9}
{'name': 'АлександрАртем2', 'sex': 'female', 'class_study': 11, 'point_study': 8}
{'name': 'АделаидаАполлон2', 'sex': 'female', 'class_study': 11, 'point_study': 6}
{'name': 'АдонисАврора10', 'sex': 'male', 'class_study': 11, 'point_study': 6}
{'name': 'АркадийАлиса12', 'sex': 'female', 'class_study': 10, 'point_study': 5}
{'name': 'АдонисАвраам4', 'sex': 'female', 'class_study': 11, 'point_study': 7}
{'name': 'АнисийАлла10', 'sex': 'male', 'class_study': 11, 'point_study': 8}
{'name': 'АленаАгата1', 'sex': 'male', 'class_study': 11, 'point_study': 8}
{'name': 'АнжеликаАвраам5', 'sex': 'male', 'class_study': 10, 'point_study': 7}
{'name': 'АрхипАрина10', 'sex': 'female', 'class_study': 11, 'point_study': 7}
{'name': 'АдаАльфред6', 'sex': 'male', 'class_study': 11, 'point_study': 7}
{'name': 'АльфредАлиса6', 'sex': 'female', 'class_study': 11, 'point_study': 8}
{'name': 'АнфисаАвгуст11', 'sex': 'male', 'class_study': 10, 'point_study': 9}
{'name': 'АнисийАлсу8', 'sex': 'male', 'class_study': 11, 'point_study': 7}
{'name': 'АгатаАгния1', 'sex': 'female', 'class_study': 10, 'point_study': 9}
{'name': 'АлександраАдонис11', 'sex': 'female', 'class_study': 11, 'point_study': 7}
{'name': 'АделинаАртур9', 'sex': 'male', 'class_study': 10, 'point_study': 7}
{'name': 'АвгустАнфиса3', 'sex': 'female', 'class_study': 10, 'point_study': 6}
{'name': 'АнфисаАнтон1', 'sex': 'male', 'class_study': 10, 'point_study': 5}
{'name': 'АлександрАльфред12', 'sex': 'female', 'class_study': 10, 'point_study': 6}
{'name': 'АделинаАлина12', 'sex': 'female', 'class_study': 11, 'point_study': 7}
{'name': 'АгнияАся3', 'sex': 'male', 'class_study': 11, 'point_study': 9}
{'name': 'АгнияАвгустин13', 'sex': 'female', 'class_study': 10, 'point_study': 7}
{'name': 'АнатолийАгния13', 'sex': 'female', 'class_study': 11, 'point_study': 8}
{'name': 'АльфияАндрей8', 'sex': 'male', 'class_study': 10, 'point_study': 10}
{'name': 'АркадийАртемий4', 'sex': 'male', 'class_study': 11, 'point_study': 6}
{'name': 'АмелияАрина13', 'sex': 'female', 'class_study': 10, 'point_study': 5}
{'name': 'АркадийАда5', 'sex': 'female', 'class_study': 10, 'point_study': 3}
{'name': 'АврораАлан12', 'sex': 'female', 'class_study': 11, 'point_study': 4}
{'name': 'АринаАвгуст1', 'sex': 'male', 'class_study': 11, 'point_study': 9}
{'name': 'АльбертАльфред13', 'sex': 'male', 'class_study': 11, 'point_study': 4}
{'name': 'АвгустинАмелия2', 'sex': 'male', 'class_study': 10, 'point_study': 5}
{'name': 'АннаАделаида10', 'sex': 'male', 'class_study': 11, 'point_study': 7}
{'name': 'АленаАртур1', 'sex': 'female', 'class_study': 11, 'point_study': 8}
{'name': 'АлексейАся11', 'sex': 'female', 'class_study': 10, 'point_study': 9}
{'name': 'АртурАлевтина11', 'sex': 'female', 'class_study': 11, 'point_study': 4}
{'name': 'АнфисаАркадий3', 'sex': 'male', 'class_study': 11, 'point_study': 7}
{'name': 'АнтонАся4', 'sex': 'male', 'class_study': 10, 'point_study': 6}
{'name': 'АвраамАрсений6', 'sex': 'male', 'class_study': 10, 'point_study': 7}
{'name': 'АнастасийАнатолий9', 'sex': 'male', 'class_study': 11, 'point_study': 8}
{'name': 'АллаАрина11', 'sex': 'male', 'class_study': 10, 'point_study': 7}
{'name': 'АртемАлексей6', 'sex': 'male', 'class_study': 11, 'point_study': 7}
{'name': 'АркадийАкайо13', 'sex': 'male', 'class_study': 11, 'point_study': 6}
{'name': 'АленаАгата6', 'sex': 'female', 'class_study': 11, 'point_study': 9}
{'name': 'АльбинаАлан2', 'sex': 'female', 'class_study': 10, 'point_study': 9}
{'name': 'АлсуАрхип1', 'sex': 'male', 'class_study': 11, 'point_study': 9}
{'name': 'АристархАльбина9', 'sex': 'male', 'class_study': 10, 'point_study': 8}
